Batch size:  32
The number of training instances: 465367
2 GPUs are available. Let's use them.
Start training.
  0%|          | 0/10 [00:00<?, ?it/s]/root/miniconda3/envs/ET-BERT/lib/python3.10/site-packages/torch/nn/parallel/_functions.py:68: UserWarning: Was asked to gather along dimension 0, but all input tensors were scalars; will instead unsqueeze and return a vector.
Epoch id: 4, Training steps: 3100, Avg loss: 0.193
Epoch id: 4, Training steps: 3200, Avg loss: 0.186
Epoch id: 4, Training steps: 3300, Avg loss: 0.178
Epoch id: 4, Training steps: 3400, Avg loss: 0.182
Epoch id: 4, Training steps: 3500, Avg loss: 0.190
Epoch id: 4, Training steps: 3600, Avg loss: 0.179
Epoch id: 4, Training steps: 3700, Avg loss: 0.172
Epoch id: 4, Training steps: 3800, Avg loss: 0.200
Epoch id: 4, Training steps: 3900, Avg loss: 0.175
Epoch id: 4, Training steps: 4000, Avg loss: 0.181
Epoch id: 4, Training steps: 4100, Avg loss: 0.185
Epoch id: 4, Training steps: 4200, Avg loss: 0.190
Epoch id: 4, Training steps: 4300, Avg loss: 0.169
Epoch id: 4, Training steps: 4400, Avg loss: 0.161
Epoch id: 4, Training steps: 4500, Avg loss: 0.184
Epoch id: 4, Training steps: 4600, Avg loss: 0.173
Epoch id: 4, Training steps: 4700, Avg loss: 0.159
Epoch id: 4, Training steps: 4800, Avg loss: 0.169
Epoch id: 4, Training steps: 4900, Avg loss: 0.177
Epoch id: 4, Training steps: 5000, Avg loss: 0.184
Epoch id: 4, Training steps: 5100, Avg loss: 0.175
Epoch id: 4, Training steps: 5200, Avg loss: 0.167
Epoch id: 4, Training steps: 5300, Avg loss: 0.166
Epoch id: 4, Training steps: 5400, Avg loss: 0.159
Epoch id: 4, Training steps: 5500, Avg loss: 0.155
Epoch id: 4, Training steps: 5600, Avg loss: 0.167
Epoch id: 4, Training steps: 5700, Avg loss: 0.183
Epoch id: 4, Training steps: 5800, Avg loss: 0.178
Epoch id: 4, Training steps: 5900, Avg loss: 0.151
Epoch id: 4, Training steps: 6000, Avg loss: 0.164
Epoch id: 4, Training steps: 6100, Avg loss: 0.167
Epoch id: 4, Training steps: 6200, Avg loss: 0.170
Epoch id: 4, Training steps: 6300, Avg loss: 0.159
Epoch id: 4, Training steps: 6400, Avg loss: 0.156
Epoch id: 4, Training steps: 6500, Avg loss: 0.162
Epoch id: 4, Training steps: 6600, Avg loss: 0.147
Epoch id: 4, Training steps: 6700, Avg loss: 0.144
Epoch id: 4, Training steps: 6800, Avg loss: 0.171
Epoch id: 4, Training steps: 6900, Avg loss: 0.180
Epoch id: 4, Training steps: 7000, Avg loss: 0.163
Epoch id: 4, Training steps: 7100, Avg loss: 0.166
Epoch id: 4, Training steps: 7200, Avg loss: 0.171
Epoch id: 4, Training steps: 7300, Avg loss: 0.164
Epoch id: 4, Training steps: 7400, Avg loss: 0.178
Epoch id: 4, Training steps: 7500, Avg loss: 0.152
Epoch id: 4, Training steps: 7600, Avg loss: 0.162
Epoch id: 4, Training steps: 7700, Avg loss: 0.153
Epoch id: 4, Training steps: 7800, Avg loss: 0.160
Epoch id: 4, Training steps: 7900, Avg loss: 0.144
Epoch id: 4, Training steps: 8000, Avg loss: 0.165
Epoch id: 4, Training steps: 8100, Avg loss: 0.163
Epoch id: 4, Training steps: 8200, Avg loss: 0.137
Epoch id: 4, Training steps: 8300, Avg loss: 0.159
Epoch id: 4, Training steps: 8400, Avg loss: 0.143
Epoch id: 4, Training steps: 8500, Avg loss: 0.132
Epoch id: 4, Training steps: 8600, Avg loss: 0.136
Epoch id: 4, Training steps: 8700, Avg loss: 0.141
Epoch id: 4, Training steps: 8800, Avg loss: 0.151
Epoch id: 4, Training steps: 8900, Avg loss: 0.151
Epoch id: 4, Training steps: 9000, Avg loss: 0.143
Epoch id: 4, Training steps: 9100, Avg loss: 0.163
Epoch id: 4, Training steps: 9200, Avg loss: 0.136
Epoch id: 4, Training steps: 9300, Avg loss: 0.152
Epoch id: 4, Training steps: 9400, Avg loss: 0.141
Epoch id: 4, Training steps: 9500, Avg loss: 0.135
Epoch id: 4, Training steps: 9600, Avg loss: 0.155
Epoch id: 4, Training steps: 9700, Avg loss: 0.131
Epoch id: 4, Training steps: 9800, Avg loss: 0.128
Epoch id: 4, Training steps: 9900, Avg loss: 0.123
Epoch id: 4, Training steps: 10000, Avg loss: 0.147
Epoch id: 4, Training steps: 10100, Avg loss: 0.128
Epoch id: 4, Training steps: 10200, Avg loss: 0.110
Epoch id: 4, Training steps: 10300, Avg loss: 0.119
Epoch id: 4, Training steps: 10400, Avg loss: 0.136
Epoch id: 4, Training steps: 10500, Avg loss: 0.123
Epoch id: 4, Training steps: 10600, Avg loss: 0.141
Epoch id: 4, Training steps: 10700, Avg loss: 0.131
Epoch id: 4, Training steps: 10800, Avg loss: 0.110
Epoch id: 4, Training steps: 10900, Avg loss: 0.128
Epoch id: 4, Training steps: 11000, Avg loss: 0.143
Epoch id: 4, Training steps: 11100, Avg loss: 0.124
Epoch id: 4, Training steps: 11200, Avg loss: 0.150
Epoch id: 4, Training steps: 11300, Avg loss: 0.122
Epoch id: 4, Training steps: 11400, Avg loss: 0.121
Epoch id: 4, Training steps: 11500, Avg loss: 0.133
Epoch id: 4, Training steps: 11600, Avg loss: 0.127
Epoch id: 4, Training steps: 11700, Avg loss: 0.126
Epoch id: 4, Training steps: 11800, Avg loss: 0.107
Epoch id: 4, Training steps: 11900, Avg loss: 0.125
Epoch id: 4, Training steps: 12000, Avg loss: 0.122
Epoch id: 4, Training steps: 12100, Avg loss: 0.145
Epoch id: 4, Training steps: 12200, Avg loss: 0.144
Epoch id: 4, Training steps: 12300, Avg loss: 0.147
Epoch id: 4, Training steps: 12400, Avg loss: 0.121
Epoch id: 4, Training steps: 12500, Avg loss: 0.160
Epoch id: 4, Training steps: 12600, Avg loss: 0.118
Epoch id: 4, Training steps: 12700, Avg loss: 0.123
Epoch id: 4, Training steps: 12800, Avg loss: 0.116
Epoch id: 4, Training steps: 12900, Avg loss: 0.112
Epoch id: 4, Training steps: 13000, Avg loss: 0.113
Epoch id: 4, Training steps: 13100, Avg loss: 0.113
Epoch id: 4, Training steps: 13200, Avg loss: 0.102
Epoch id: 4, Training steps: 13300, Avg loss: 0.112
Epoch id: 4, Training steps: 13400, Avg loss: 0.096
Epoch id: 4, Training steps: 13500, Avg loss: 0.108
Epoch id: 4, Training steps: 13600, Avg loss: 0.123
Epoch id: 4, Training steps: 13700, Avg loss: 0.104
Epoch id: 4, Training steps: 13800, Avg loss: 0.123
Epoch id: 4, Training steps: 13900, Avg loss: 0.120
Epoch id: 4, Training steps: 14000, Avg loss: 0.101
Epoch id: 4, Training steps: 14100, Avg loss: 0.102
Epoch id: 4, Training steps: 14200, Avg loss: 0.103
Epoch id: 4, Training steps: 14300, Avg loss: 0.108
Epoch id: 4, Training steps: 14400, Avg loss: 0.111
Epoch id: 4, Training steps: 14500, Avg loss: 0.098
Acc. (Correct/Total): 0.9453 (54987/58171) 
 40%|████      | 4/10 [6:28:33<9:42:49, 5828.30s/it] Epoch id: 5, Training steps: 100, Avg loss: 0.157
Epoch id: 5, Training steps: 200, Avg loss: 0.103
Epoch id: 5, Training steps: 300, Avg loss: 0.120
Epoch id: 5, Training steps: 400, Avg loss: 0.098
Epoch id: 5, Training steps: 500, Avg loss: 0.111
Epoch id: 5, Training steps: 600, Avg loss: 0.093
Epoch id: 5, Training steps: 700, Avg loss: 0.116
Epoch id: 5, Training steps: 800, Avg loss: 0.105
Epoch id: 5, Training steps: 900, Avg loss: 0.111
Epoch id: 5, Training steps: 1000, Avg loss: 0.120
Epoch id: 5, Training steps: 1100, Avg loss: 0.088
Epoch id: 5, Training steps: 1200, Avg loss: 0.098
Epoch id: 5, Training steps: 1300, Avg loss: 0.100
Epoch id: 5, Training steps: 1400, Avg loss: 0.104
Epoch id: 5, Training steps: 1500, Avg loss: 0.099
Epoch id: 5, Training steps: 1600, Avg loss: 0.091
Epoch id: 5, Training steps: 1700, Avg loss: 0.105
Epoch id: 5, Training steps: 1800, Avg loss: 0.093
Epoch id: 5, Training steps: 1900, Avg loss: 0.100
Epoch id: 5, Training steps: 2000, Avg loss: 0.088
Epoch id: 5, Training steps: 2100, Avg loss: 0.096
Epoch id: 5, Training steps: 2200, Avg loss: 0.086
Epoch id: 5, Training steps: 2300, Avg loss: 0.086
Epoch id: 5, Training steps: 2400, Avg loss: 0.106
Epoch id: 5, Training steps: 2500, Avg loss: 0.086
Epoch id: 5, Training steps: 2600, Avg loss: 0.099
Epoch id: 5, Training steps: 2700, Avg loss: 0.099
Epoch id: 5, Training steps: 2800, Avg loss: 0.102
Epoch id: 5, Training steps: 2900, Avg loss: 0.104
Epoch id: 5, Training steps: 3000, Avg loss: 0.113
Epoch id: 5, Training steps: 3100, Avg loss: 0.100
Epoch id: 5, Training steps: 3200, Avg loss: 0.086
Epoch id: 5, Training steps: 3300, Avg loss: 0.092
Epoch id: 5, Training steps: 3400, Avg loss: 0.090
Epoch id: 5, Training steps: 3500, Avg loss: 0.098
Epoch id: 5, Training steps: 3600, Avg loss: 0.096
Epoch id: 5, Training steps: 3700, Avg loss: 0.090
Epoch id: 5, Training steps: 3800, Avg loss: 0.095
Epoch id: 5, Training steps: 3900, Avg loss: 0.091
Epoch id: 5, Training steps: 4000, Avg loss: 0.086
Epoch id: 5, Training steps: 4100, Avg loss: 0.089
Epoch id: 5, Training steps: 4200, Avg loss: 0.094
Epoch id: 5, Training steps: 4300, Avg loss: 0.078
Epoch id: 5, Training steps: 4400, Avg loss: 0.089
Epoch id: 5, Training steps: 4500, Avg loss: 0.084
Epoch id: 5, Training steps: 4600, Avg loss: 0.088
Epoch id: 5, Training steps: 4700, Avg loss: 0.081
Epoch id: 5, Training steps: 4800, Avg loss: 0.086
Epoch id: 5, Training steps: 4900, Avg loss: 0.083
Epoch id: 5, Training steps: 5000, Avg loss: 0.087
Epoch id: 5, Training steps: 5100, Avg loss: 0.089
Epoch id: 5, Training steps: 5200, Avg loss: 0.078
Epoch id: 5, Training steps: 5300, Avg loss: 0.081
Epoch id: 5, Training steps: 5400, Avg loss: 0.083
Epoch id: 5, Training steps: 5500, Avg loss: 0.078
Epoch id: 5, Training steps: 5600, Avg loss: 0.074
Epoch id: 5, Training steps: 5700, Avg loss: 0.087
Epoch id: 5, Training steps: 5800, Avg loss: 0.088
Epoch id: 5, Training steps: 5900, Avg loss: 0.071
Epoch id: 5, Training steps: 6000, Avg loss: 0.080
Epoch id: 5, Training steps: 6100, Avg loss: 0.081
Epoch id: 5, Training steps: 6200, Avg loss: 0.079
Epoch id: 5, Training steps: 6300, Avg loss: 0.072
Epoch id: 5, Training steps: 6400, Avg loss: 0.069
Epoch id: 5, Training steps: 6500, Avg loss: 0.081
Epoch id: 5, Training steps: 6600, Avg loss: 0.074
Epoch id: 5, Training steps: 6700, Avg loss: 0.060
Epoch id: 5, Training steps: 6800, Avg loss: 0.078
Epoch id: 5, Training steps: 6900, Avg loss: 0.087
Epoch id: 5, Training steps: 7000, Avg loss: 0.087
Epoch id: 5, Training steps: 7100, Avg loss: 0.080
Epoch id: 5, Training steps: 7200, Avg loss: 0.079
Epoch id: 5, Training steps: 7300, Avg loss: 0.080
Epoch id: 5, Training steps: 7400, Avg loss: 0.083
Epoch id: 5, Training steps: 7500, Avg loss: 0.072
Epoch id: 5, Training steps: 7600, Avg loss: 0.079
Epoch id: 5, Training steps: 7700, Avg loss: 0.088
Epoch id: 5, Training steps: 7800, Avg loss: 0.085
Epoch id: 5, Training steps: 7900, Avg loss: 0.057
Epoch id: 5, Training steps: 8000, Avg loss: 0.080
Epoch id: 5, Training steps: 8100, Avg loss: 0.079
Epoch id: 5, Training steps: 8200, Avg loss: 0.063
Epoch id: 5, Training steps: 8300, Avg loss: 0.071
Epoch id: 5, Training steps: 8400, Avg loss: 0.069
Epoch id: 5, Training steps: 8500, Avg loss: 0.071
Epoch id: 5, Training steps: 8600, Avg loss: 0.074
Epoch id: 5, Training steps: 8700, Avg loss: 0.061
Epoch id: 5, Training steps: 8800, Avg loss: 0.078
Epoch id: 5, Training steps: 8900, Avg loss: 0.064
Epoch id: 5, Training steps: 9000, Avg loss: 0.067
Epoch id: 5, Training steps: 9100, Avg loss: 0.080
Epoch id: 5, Training steps: 9200, Avg loss: 0.068
Epoch id: 5, Training steps: 9300, Avg loss: 0.080
Epoch id: 5, Training steps: 9400, Avg loss: 0.067
Epoch id: 5, Training steps: 9500, Avg loss: 0.068
Epoch id: 5, Training steps: 9600, Avg loss: 0.073
Epoch id: 5, Training steps: 9700, Avg loss: 0.063
Epoch id: 5, Training steps: 9800, Avg loss: 0.056
Epoch id: 5, Training steps: 9900, Avg loss: 0.063
Epoch id: 5, Training steps: 10000, Avg loss: 0.075
Epoch id: 5, Training steps: 10100, Avg loss: 0.069
Epoch id: 5, Training steps: 10200, Avg loss: 0.049
Epoch id: 5, Training steps: 10300, Avg loss: 0.070
Epoch id: 5, Training steps: 10400, Avg loss: 0.063
Epoch id: 5, Training steps: 10500, Avg loss: 0.060
Epoch id: 5, Training steps: 10600, Avg loss: 0.078
Epoch id: 5, Training steps: 10700, Avg loss: 0.062
Epoch id: 5, Training steps: 10800, Avg loss: 0.061
Epoch id: 5, Training steps: 10900, Avg loss: 0.073
Epoch id: 5, Training steps: 11000, Avg loss: 0.063
Epoch id: 5, Training steps: 11100, Avg loss: 0.053
Epoch id: 5, Training steps: 11200, Avg loss: 0.083
Epoch id: 5, Training steps: 11300, Avg loss: 0.060
Epoch id: 5, Training steps: 11400, Avg loss: 0.061
Epoch id: 5, Training steps: 11500, Avg loss: 0.067
Epoch id: 5, Training steps: 11600, Avg loss: 0.064
Epoch id: 5, Training steps: 11700, Avg loss: 0.061
Epoch id: 5, Training steps: 11800, Avg loss: 0.060
Epoch id: 5, Training steps: 11900, Avg loss: 0.055
Epoch id: 5, Training steps: 12000, Avg loss: 0.059
Epoch id: 5, Training steps: 12100, Avg loss: 0.076
Epoch id: 5, Training steps: 12200, Avg loss: 0.073
Epoch id: 5, Training steps: 12300, Avg loss: 0.075
Epoch id: 5, Training steps: 12400, Avg loss: 0.059
Epoch id: 5, Training steps: 12500, Avg loss: 0.077
Epoch id: 5, Training steps: 12600, Avg loss: 0.061
Epoch id: 5, Training steps: 12700, Avg loss: 0.058
Epoch id: 5, Training steps: 12800, Avg loss: 0.058
Epoch id: 5, Training steps: 12900, Avg loss: 0.056
Epoch id: 5, Training steps: 13000, Avg loss: 0.057
Epoch id: 5, Training steps: 13100, Avg loss: 0.053
Epoch id: 5, Training steps: 13200, Avg loss: 0.060
Epoch id: 5, Training steps: 13300, Avg loss: 0.058
Epoch id: 5, Training steps: 13400, Avg loss: 0.053
Epoch id: 5, Training steps: 13500, Avg loss: 0.056
Epoch id: 5, Training steps: 13600, Avg loss: 0.063
Epoch id: 5, Training steps: 13700, Avg loss: 0.057
Epoch id: 5, Training steps: 13800, Avg loss: 0.061
Epoch id: 5, Training steps: 13900, Avg loss: 0.057
Epoch id: 5, Training steps: 14000, Avg loss: 0.042
Epoch id: 5, Training steps: 14100, Avg loss: 0.058
Epoch id: 5, Training steps: 14200, Avg loss: 0.051
Epoch id: 5, Training steps: 14300, Avg loss: 0.055
Epoch id: 5, Training steps: 14400, Avg loss: 0.055
Epoch id: 5, Training steps: 14500, Avg loss: 0.051
Acc. (Correct/Total): 0.9560 (55614/58171) 
 50%|█████     | 5/10 [8:05:41<8:05:41, 5828.22s/it]Epoch id: 6, Training steps: 100, Avg loss: 0.068
Epoch id: 6, Training steps: 200, Avg loss: 0.047
Epoch id: 6, Training steps: 300, Avg loss: 0.066
Epoch id: 6, Training steps: 400, Avg loss: 0.057
Epoch id: 6, Training steps: 500, Avg loss: 0.048
Epoch id: 6, Training steps: 600, Avg loss: 0.055
Epoch id: 6, Training steps: 700, Avg loss: 0.061
Epoch id: 6, Training steps: 800, Avg loss: 0.058
Epoch id: 6, Training steps: 900, Avg loss: 0.058
Epoch id: 6, Training steps: 1000, Avg loss: 0.060
Epoch id: 6, Training steps: 1100, Avg loss: 0.046
Epoch id: 6, Training steps: 1200, Avg loss: 0.040
Epoch id: 6, Training steps: 1300, Avg loss: 0.046
Epoch id: 6, Training steps: 1400, Avg loss: 0.044
Epoch id: 6, Training steps: 1500, Avg loss: 0.055
Epoch id: 6, Training steps: 1600, Avg loss: 0.043
Epoch id: 6, Training steps: 1700, Avg loss: 0.049
Epoch id: 6, Training steps: 1800, Avg loss: 0.047
Epoch id: 6, Training steps: 1900, Avg loss: 0.048
Epoch id: 6, Training steps: 2000, Avg loss: 0.038
Epoch id: 6, Training steps: 2100, Avg loss: 0.047
Epoch id: 6, Training steps: 2200, Avg loss: 0.041
Epoch id: 6, Training steps: 2300, Avg loss: 0.048
Epoch id: 6, Training steps: 2400, Avg loss: 0.047
Epoch id: 6, Training steps: 2500, Avg loss: 0.055
Epoch id: 6, Training steps: 2600, Avg loss: 0.046
Epoch id: 6, Training steps: 2700, Avg loss: 0.042
Epoch id: 6, Training steps: 2800, Avg loss: 0.049
Epoch id: 6, Training steps: 2900, Avg loss: 0.052
Epoch id: 6, Training steps: 3000, Avg loss: 0.052
Epoch id: 6, Training steps: 3100, Avg loss: 0.044
Epoch id: 6, Training steps: 3200, Avg loss: 0.043
Epoch id: 6, Training steps: 3300, Avg loss: 0.055
Epoch id: 6, Training steps: 3400, Avg loss: 0.044
Epoch id: 6, Training steps: 3500, Avg loss: 0.058
Epoch id: 6, Training steps: 3600, Avg loss: 0.042
Epoch id: 6, Training steps: 3700, Avg loss: 0.049
Epoch id: 6, Training steps: 3800, Avg loss: 0.039
Epoch id: 6, Training steps: 3900, Avg loss: 0.047
Epoch id: 6, Training steps: 4000, Avg loss: 0.048
Epoch id: 6, Training steps: 4100, Avg loss: 0.049
Epoch id: 6, Training steps: 4200, Avg loss: 0.049
Epoch id: 6, Training steps: 4300, Avg loss: 0.038
Epoch id: 6, Training steps: 4400, Avg loss: 0.039
Epoch id: 6, Training steps: 4500, Avg loss: 0.043
Epoch id: 6, Training steps: 4600, Avg loss: 0.045
Epoch id: 6, Training steps: 4700, Avg loss: 0.035
Epoch id: 6, Training steps: 4800, Avg loss: 0.038
Epoch id: 6, Training steps: 4900, Avg loss: 0.050
Epoch id: 6, Training steps: 5000, Avg loss: 0.036
Epoch id: 6, Training steps: 5100, Avg loss: 0.042
Epoch id: 6, Training steps: 5200, Avg loss: 0.045
Epoch id: 6, Training steps: 5300, Avg loss: 0.039
Epoch id: 6, Training steps: 5400, Avg loss: 0.056
Epoch id: 6, Training steps: 5500, Avg loss: 0.037
Epoch id: 6, Training steps: 5600, Avg loss: 0.029
Epoch id: 6, Training steps: 5700, Avg loss: 0.048
Epoch id: 6, Training steps: 5800, Avg loss: 0.041
Epoch id: 6, Training steps: 5900, Avg loss: 0.039
Epoch id: 6, Training steps: 6000, Avg loss: 0.042
Epoch id: 6, Training steps: 6100, Avg loss: 0.045
Epoch id: 6, Training steps: 6200, Avg loss: 0.037
Epoch id: 6, Training steps: 6300, Avg loss: 0.034
Epoch id: 6, Training steps: 6400, Avg loss: 0.034
Epoch id: 6, Training steps: 6500, Avg loss: 0.040
Epoch id: 6, Training steps: 6600, Avg loss: 0.035
Epoch id: 6, Training steps: 6700, Avg loss: 0.027
Epoch id: 6, Training steps: 6800, Avg loss: 0.037
Epoch id: 6, Training steps: 6900, Avg loss: 0.035
Epoch id: 6, Training steps: 7000, Avg loss: 0.043
Epoch id: 6, Training steps: 7100, Avg loss: 0.039
Epoch id: 6, Training steps: 7200, Avg loss: 0.036
Epoch id: 6, Training steps: 7300, Avg loss: 0.032
Epoch id: 6, Training steps: 7400, Avg loss: 0.040
Epoch id: 6, Training steps: 7500, Avg loss: 0.038
Epoch id: 6, Training steps: 7600, Avg loss: 0.040
Epoch id: 6, Training steps: 7700, Avg loss: 0.036
Epoch id: 6, Training steps: 7800, Avg loss: 0.036
Epoch id: 6, Training steps: 7900, Avg loss: 0.037
Epoch id: 6, Training steps: 8000, Avg loss: 0.038
Epoch id: 6, Training steps: 8100, Avg loss: 0.036
Epoch id: 6, Training steps: 8200, Avg loss: 0.029
Epoch id: 6, Training steps: 8300, Avg loss: 0.033
Epoch id: 6, Training steps: 8400, Avg loss: 0.033
Epoch id: 6, Training steps: 8500, Avg loss: 0.031
Epoch id: 6, Training steps: 8600, Avg loss: 0.037
Epoch id: 6, Training steps: 8700, Avg loss: 0.032
Epoch id: 6, Training steps: 8800, Avg loss: 0.032
Epoch id: 6, Training steps: 8900, Avg loss: 0.030
Epoch id: 6, Training steps: 9000, Avg loss: 0.038
Epoch id: 6, Training steps: 9100, Avg loss: 0.034
Epoch id: 6, Training steps: 9200, Avg loss: 0.029
Epoch id: 6, Training steps: 9300, Avg loss: 0.042
Epoch id: 6, Training steps: 9400, Avg loss: 0.037
Epoch id: 6, Training steps: 9500, Avg loss: 0.030
Epoch id: 6, Training steps: 9600, Avg loss: 0.043
Epoch id: 6, Training steps: 9700, Avg loss: 0.031
Epoch id: 6, Training steps: 9800, Avg loss: 0.037
Epoch id: 6, Training steps: 9900, Avg loss: 0.033
Epoch id: 6, Training steps: 10000, Avg loss: 0.040
Epoch id: 6, Training steps: 10100, Avg loss: 0.030
Epoch id: 6, Training steps: 10200, Avg loss: 0.027
Epoch id: 6, Training steps: 10300, Avg loss: 0.032
Epoch id: 6, Training steps: 10400, Avg loss: 0.026
Epoch id: 6, Training steps: 10500, Avg loss: 0.034
Epoch id: 6, Training steps: 10600, Avg loss: 0.042
Epoch id: 6, Training steps: 10700, Avg loss: 0.025
Epoch id: 6, Training steps: 10800, Avg loss: 0.029
Epoch id: 6, Training steps: 10900, Avg loss: 0.034
Epoch id: 6, Training steps: 11000, Avg loss: 0.034
Epoch id: 6, Training steps: 11100, Avg loss: 0.026
Epoch id: 6, Training steps: 11200, Avg loss: 0.040
Epoch id: 6, Training steps: 11300, Avg loss: 0.028
Epoch id: 6, Training steps: 11400, Avg loss: 0.028
Epoch id: 6, Training steps: 11500, Avg loss: 0.023
Epoch id: 6, Training steps: 11600, Avg loss: 0.029
Epoch id: 6, Training steps: 11700, Avg loss: 0.042
Epoch id: 6, Training steps: 11800, Avg loss: 0.024
Epoch id: 6, Training steps: 11900, Avg loss: 0.029
Epoch id: 6, Training steps: 12000, Avg loss: 0.031
Epoch id: 6, Training steps: 12100, Avg loss: 0.037
Epoch id: 6, Training steps: 12200, Avg loss: 0.034
Epoch id: 6, Training steps: 12300, Avg loss: 0.035
Epoch id: 6, Training steps: 12400, Avg loss: 0.025
Epoch id: 6, Training steps: 12500, Avg loss: 0.047
Epoch id: 6, Training steps: 12600, Avg loss: 0.029
Epoch id: 6, Training steps: 12700, Avg loss: 0.024
Epoch id: 6, Training steps: 12800, Avg loss: 0.026
Epoch id: 6, Training steps: 12900, Avg loss: 0.030
Epoch id: 6, Training steps: 13000, Avg loss: 0.034
Epoch id: 6, Training steps: 13100, Avg loss: 0.030
Epoch id: 6, Training steps: 13200, Avg loss: 0.026
Epoch id: 6, Training steps: 13300, Avg loss: 0.034
Epoch id: 6, Training steps: 13400, Avg loss: 0.025
Epoch id: 6, Training steps: 13500, Avg loss: 0.028
Epoch id: 6, Training steps: 13600, Avg loss: 0.029
Epoch id: 6, Training steps: 13700, Avg loss: 0.030
Epoch id: 6, Training steps: 13800, Avg loss: 0.026
Epoch id: 6, Training steps: 13900, Avg loss: 0.028
Epoch id: 6, Training steps: 14000, Avg loss: 0.027
Epoch id: 6, Training steps: 14100, Avg loss: 0.027
Epoch id: 6, Training steps: 14200, Avg loss: 0.027
Epoch id: 6, Training steps: 14300, Avg loss: 0.019
Epoch id: 6, Training steps: 14400, Avg loss: 0.029
Epoch id: 6, Training steps: 14500, Avg loss: 0.027
Acc. (Correct/Total): 0.9583 (55745/58171) 
 60%|██████    | 6/10 [9:42:49<6:28:32, 5828.00s/it]Epoch id: 7, Training steps: 100, Avg loss: 0.044
Epoch id: 7, Training steps: 200, Avg loss: 0.028
Epoch id: 7, Training steps: 300, Avg loss: 0.027
Epoch id: 7, Training steps: 400, Avg loss: 0.029
Epoch id: 7, Training steps: 500, Avg loss: 0.028
Epoch id: 7, Training steps: 600, Avg loss: 0.034
Epoch id: 7, Training steps: 700, Avg loss: 0.038
Epoch id: 7, Training steps: 800, Avg loss: 0.031
Epoch id: 7, Training steps: 900, Avg loss: 0.030
Epoch id: 7, Training steps: 1000, Avg loss: 0.024
Epoch id: 7, Training steps: 1100, Avg loss: 0.020
Epoch id: 7, Training steps: 1200, Avg loss: 0.018
Epoch id: 7, Training steps: 1300, Avg loss: 0.026
Epoch id: 7, Training steps: 1400, Avg loss: 0.019
Epoch id: 7, Training steps: 1500, Avg loss: 0.022
Epoch id: 7, Training steps: 1600, Avg loss: 0.030
Epoch id: 7, Training steps: 1700, Avg loss: 0.029
Epoch id: 7, Training steps: 1800, Avg loss: 0.020
Epoch id: 7, Training steps: 1900, Avg loss: 0.025
Epoch id: 7, Training steps: 2000, Avg loss: 0.022
Epoch id: 7, Training steps: 2100, Avg loss: 0.020
Epoch id: 7, Training steps: 2200, Avg loss: 0.022
Epoch id: 7, Training steps: 2300, Avg loss: 0.028
Epoch id: 7, Training steps: 2400, Avg loss: 0.021
Epoch id: 7, Training steps: 2500, Avg loss: 0.022
Epoch id: 7, Training steps: 2600, Avg loss: 0.025
Epoch id: 7, Training steps: 2700, Avg loss: 0.024
Epoch id: 7, Training steps: 2800, Avg loss: 0.024
Epoch id: 7, Training steps: 2900, Avg loss: 0.022
Epoch id: 7, Training steps: 3000, Avg loss: 0.025
Epoch id: 7, Training steps: 3100, Avg loss: 0.023
Epoch id: 7, Training steps: 3200, Avg loss: 0.021
Epoch id: 7, Training steps: 3300, Avg loss: 0.020
Epoch id: 7, Training steps: 3400, Avg loss: 0.017
Epoch id: 7, Training steps: 3500, Avg loss: 0.019
Epoch id: 7, Training steps: 3600, Avg loss: 0.019
Epoch id: 7, Training steps: 3700, Avg loss: 0.018
Epoch id: 7, Training steps: 3800, Avg loss: 0.025
Epoch id: 7, Training steps: 3900, Avg loss: 0.021
Epoch id: 7, Training steps: 4000, Avg loss: 0.025
Epoch id: 7, Training steps: 4100, Avg loss: 0.020
Epoch id: 7, Training steps: 4200, Avg loss: 0.022
Epoch id: 7, Training steps: 4300, Avg loss: 0.020
Epoch id: 7, Training steps: 4400, Avg loss: 0.019
Epoch id: 7, Training steps: 4500, Avg loss: 0.017
Epoch id: 7, Training steps: 4600, Avg loss: 0.023
Epoch id: 7, Training steps: 4700, Avg loss: 0.015
Epoch id: 7, Training steps: 4800, Avg loss: 0.018
Epoch id: 7, Training steps: 4900, Avg loss: 0.022
Epoch id: 7, Training steps: 5000, Avg loss: 0.015
Epoch id: 7, Training steps: 5100, Avg loss: 0.023
Epoch id: 7, Training steps: 5200, Avg loss: 0.023
Epoch id: 7, Training steps: 5300, Avg loss: 0.022
Epoch id: 7, Training steps: 5400, Avg loss: 0.026
Epoch id: 7, Training steps: 5500, Avg loss: 0.018
Epoch id: 7, Training steps: 5600, Avg loss: 0.017
Epoch id: 7, Training steps: 5700, Avg loss: 0.024
Epoch id: 7, Training steps: 5800, Avg loss: 0.030
Epoch id: 7, Training steps: 5900, Avg loss: 0.018
Epoch id: 7, Training steps: 6000, Avg loss: 0.022
Epoch id: 7, Training steps: 6100, Avg loss: 0.019
Epoch id: 7, Training steps: 6200, Avg loss: 0.019
Epoch id: 7, Training steps: 6300, Avg loss: 0.016
Epoch id: 7, Training steps: 6400, Avg loss: 0.016
Epoch id: 7, Training steps: 6500, Avg loss: 0.020
Epoch id: 7, Training steps: 6600, Avg loss: 0.014
